pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,role_key,sp_indicator,rp_indicator,pitch_number_appearance,pitcher_at_bat_number,times_faced
SI,4/5/2021,95.5,-1.78,5.47,58bd390684a1b46fc0f2df6e75a8c563593e307e,e9f6f2d92db84e2874b21d5726f561535b18f2c6,,ball,13,R,R,R,cfe86a1ce53f1c1323a31d22bcd96b3ce30dd986,320144db7b4b4f405b44085a2317540c1f5c4cc0,B,,,1,0,2021,-1.63,1.04,-0.4,1.24,,,,2,3,Bot,,,807d11478d4d142059b9da549c160bb64f4a8917,,7.346515962,-138.647228,-7.852246352,-22.70590894,32.97835032,-17.06864427,3.81,1.88,,,,95.7,2363,6.7,634591,e9f6f2d92db84e2874b21d5726f561535b18f2c6,807d11478d4d142059b9da549c160bb64f4a8917,f07c5c8b44841cd0b4b570ee962b8fd7ba2e3bc4,211afb16159815485e4edaf53f202f30d68d217b,6ff6915667d4e14b8b1129e499ce91ecded4df44,26ccf96ef1de6d8676bf3267651ecfeae0fb9493,fa4bc51e9a347bd94a1cfaeb6343c6def4e7d5a7,07bf5f8d6cfdbe80de149203c913ffd26de27de9,5c510f4d67fc4cb4eceed1dff895cdcda5e74d4e,53.83,,,,,,,,24,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,215,0,0.024,SP,1,0,41,12,2
FF,4/5/2021,97.1,-1.11,6.14,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,63010ddee8efefb0c8495979427b6b7b4f66b148,,ball,14,R,L,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,B,,,2,2,2021,-0.72,1.57,1.24,1.36,,75174627fd934205ab7d1905d926b580814f9759,eaa13ab7ddce28c31510e5eb5191bcaa76de7af4,1,2,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,7.907320298,-140.8182829,-10.80294434,-11.38737458,31.2932566,-8.973868095,3.42,1.6,,,,96.8,2459,6.2,634600,63010ddee8efefb0c8495979427b6b7b4f66b148,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,54.26,,,,,,,,13,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,207,0,0.182,SP,1,0,41,8,1
FF,4/5/2021,86.6,1.1,6.27,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,7d48398a4b12c939bee2a58003e9c52b99dc915c,home_run,hit_into_play,5,R,R,L,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,X,,fly_ball,1,1,2021,0.54,0.92,-0.22,2.63,,,786672c08d33f1282d91da2df59542edc3219d39,0,4,Bot,120.03,33.69,67594f978c407d20d7869d35fd2b2bc172b958ab,,-4.267659082,-126.1128685,-4.46892036,6.620524648,22.17158703,-21.6791719,3.41,1.56,409,101.9,25,87.2,1970,6.4,634566,7d48398a4b12c939bee2a58003e9c52b99dc915c,67594f978c407d20d7869d35fd2b2bc172b958ab,b82253f5145945f4206de3591d739a50146587be,17d8413358cc5a88ae5adc6dd71f352d2d5b0f3b,8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51,041315d0596ffddb891dd84ae1bb692431921fe6,ae090ac7b421da3981f417983bf7cc75136411eb,4b82ba84000fd3581d67a3e37c411a97f53afc32,74048c5d54f8e79cfee1ca9803658cfdf3bd4755,54.15,0.743,1.286,2,1,0,3,6,23,3,4-Seam Fastball,0,0,0,0,0,2,2,0,Standard,Standard,145,0.191,1.595,SP,1,0,41,11,2
FC,4/5/2021,92.5,-2.08,5.57,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,,swinging_strike,1,R,L,R,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,S,,,0,1,2021,-0.02,0.44,-0.5,3.13,,,,0,3,Bot,,,8f207761a5d661092d192327d82b31fffb03520c,,4.100273541,-134.6977596,-1.398688023,-1.179989026,28.98830733,-26.73526352,3.37,1.53,,,,93.3,2374,6.7,634600,8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,8f207761a5d661092d192327d82b31fffb03520c,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,5e2471543554c6e6c724baab37d616f6d11d57e9,35356970180d7c585b23f342d80e3231418a86ce,2f7fd76e945aaedd0d86916e6e0aa0396954cd82,23e9038fdcd6b8d0cb4b981d832584085629cddb,dc3388cd406e42cc389f1efb4b2031922476d704,ceeeda3bde736c0c656b03be05b4583f1daaf664,53.83,,,,,,,,31,2,Cutter,0,7,0,7,7,0,0,7,Infield shade,Standard,208,0,-0.052,SP,1,0,41,11,2
SL,4/5/2021,78.5,-2.3,5.76,b9e6784516b5651712b4f7a92335585d2a80aa0c,29a888709565675646dc9e12dd4475920881f41c,,foul,5,R,R,R,e66cd4507ba3fa0204fc859bbdef7286c3cfafd3,a729852e94771e8d530514616606a7b3587f88c3,S,,,1,1,2021,1.22,-0.11,0.03,2.19,,,0a7f2f087c76f9bd4768f7ecc4ee64ca76cc0a33,1,3,Bot,,,8290ab2133e0724dfa4c029c8fccc4e082eeab6d,,2.752838693,-114.2218689,-0.572206324,10.02606278,23.99103035,-33.26876492,3.29,1.49,45,86.7,0,77.6,2387,6,634552,29a888709565675646dc9e12dd4475920881f41c,8290ab2133e0724dfa4c029c8fccc4e082eeab6d,7451bb61548adc7de276059b5a577fb05329b931,f5a81b8b5f85ece95ef32c17c812ac878b2d0d8b,bf904b7c7b37961238f376325496c7fb67c275d8,637aa60cb3c5b707c57db84190273c2359f36bb7,5b1ac9a19d0b1dbc0ab174aeb665fc68f4a7012d,705bd2962c69a2d18c196329eb7167125e3c1e06,6d0a27712f982838ea4e2763d486818853630edd,54.51,,,,,,,,25,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,48,0,-0.085,SP,1,0,41,10,2
CH,4/5/2021,86.6,1.77,5.64,88a241e142df6a547f9188eb81f5c2ea8f7adabb,4be0e45ba7969bcad788c1410dec531270067842,,ball,13,R,R,L,3c4ec083bb4b200556718068a3cea7ab07ff2764,284da2e9c8943a9faa155f56f0faaa7791471528,B,,,0,0,2021,1.16,0.26,-0.59,1.37,,,,2,3,Bot,,,08c5771a634d6ce1269b5e03de7c96ef0a856558,,-8.037900896,-125.9480966,-4.569206839,13.93438971,23.56802973,-28.70794563,3.25,1.5,,,,87.1,2086,6.4,634612,4be0e45ba7969bcad788c1410dec531270067842,08c5771a634d6ce1269b5e03de7c96ef0a856558,24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,514eeb6e6c17085fc1adabf03f1adca32318411f,1c3af27dc3d3052f28798b634f1d0c21c5a5b909,6bb1b0754829982c54484e4d2772d2616871b8ff,d94deb665ae01b16da724920198bb128769a1cdd,c8f1ff43c331519aab03daab36b84b55edbb3e58,037158ce34a79cee4dd9ddafd4c7b8ca90327429,54.06,,,,,,,,24,1,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,99,0,0.016,SP,1,0,41,9,1
FF,4/5/2021,93.2,1.78,6.33,ceeeda3bde736c0c656b03be05b4583f1daaf664,c7bc0f6b0b2895c5de250976d07fae51957a2335,,swinging_strike,2,R,R,L,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,S,,,1,0,2021,0.46,1.51,0.14,3.4,,,,1,5,Top,,,1bae958c3003100a62896444235627a7ab5a75e2,,-5.268598018,-135.6512693,-5.141667129,6.852961392,29.15844487,-12.55418448,3.29,1.49,,,,94.2,2360,6.8,634600,c7bc0f6b0b2895c5de250976d07fae51957a2335,1bae958c3003100a62896444235627a7ab5a75e2,96d173cc60387c102f2e79c0c3f995ec87114b33,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,8c73f6cd68b778eafe43675872c8fb1990a7505b,e14f4fbc53a3d8459e4990275cfe0c8a435a371a,3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,0dd87d3394b8e4828b192487a4d747744bc39cf4,8dadfe6150b40bec49e070d2e57d3ab5d77aed67,53.65,,,,,,,,44,2,4-Seam Fastball,0,7,7,0,7,0,7,0,Infield shift,Standard,147,0,-0.032,RP,0,1,41,9,1
FF,4/5/2021,94.3,-1.76,5.59,e42a90a0e1a26abdda5a1df8b9f5e94a10ab3c85,c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8,home_run,hit_into_play,8,R,R,R,277f6fb166b7b029e7310fea0e747a574f5a7e5e,281c63373f57c0b7cbeb7800c691c666cb467277,X,,fly_ball,2,0,2021,-1.02,1.14,0.17,2.34,,,,0,4,Bot,210.14,88.12,7d999b3b292579a2f039e815ee6422eb53f3e221,,7.31166604,-137.0993949,-5.28112706,-14.54198734,31.10670429,-16.86196828,3.76,1.75,344,104,38,94.2,1867,6.4,634587,c5cdb7dc2ab3cb6e2c84e349c9f39a995dc322a8,7d999b3b292579a2f039e815ee6422eb53f3e221,f1341af31ecc2ca1e57107387245dd09fb9af9bb,a1639e7871881ef53f45c5a8c8e5a4d42dc73347,c5bcddac720fe7f1860191a94da10a47f4ef701a,5a5c1936f375e3396bf28dc69d3a89efcef1c75e,0250bb29dfa83e5e2d855c2f18d826b57cde4191,5b6b35fcf313a1e12256b4632795a01cd832bd2c,020e1c97d88916739bc1c2276a6ef8e91447443f,54.13,0.457,0.919,2,1,0,3,6,24,3,4-Seam Fastball,0,0,0,0,0,1,1,0,Standard,Standard,221,0.131,0.892,SP,1,0,41,11,2
FF,4/5/2021,91.1,1.75,6.44,2622dac5f67183f0c4a5b57e73549123f201cd74,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,,ball,12,R,R,L,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,B,,,0,0,2021,0.8,1.38,0.03,3.97,,4d6127941ac5ecd5c14f8f666dad7d62723ddfe4,6ce6f832e5197576e4c34b6f627434b5cbc97c61,1,3,Top,,,a60ee7a51235ffd74aad60511c621cd61a07dc65,,-6.042216662,-132.6457399,-3.324202233,10.64669806,26.68192974,-15.35968934,3.41,1.68,,,,91.5,2408,6.4,634606,ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,a60ee7a51235ffd74aad60511c621cd61a07dc65,acb8fb88563f556896704e7c130bcc4f9119978e,3be2036301de316fb26e54cffdaab0830655d604,6e0e372e926b3589ef8fe67ee955ef197b262075,bffd48dc3f7218901baf8e38f4c6f1a52191460e,b96aacc9d189d612fdf6bb0a3a53913f9a58f999,34eef15c55d4a098d8efc48441c9491c43a7344b,45cd5ba215dafce9685a08b0864405b66d9c03dc,54.12,,,,,,,,17,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,0,0.093,SP,1,0,41,10,2
FF,4/5/2021,93.2,1.83,6.28,fa9c99ce9acb5fd5971e8fb834d745a33b714f76,0b7e91b73e8e3ce2c1aa8d74416e37aa24d45b60,,foul,1,R,L,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,S,,,1,1,2021,0.58,1.59,-0.31,3.21,,,,2,2,Top,,,8d52463bd475d8e5e5858e95f058f473a3a875ba,,-6.770538996,-135.6311807,-5.657022994,8.557282294,27.1255214,-11.44733318,3.29,1.49,215,73.9,40,93.5,2178,6.2,634616,0b7e91b73e8e3ce2c1aa8d74416e37aa24d45b60,8d52463bd475d8e5e5858e95f058f473a3a875ba,b1498ed07732f6c10cc423e43f757dc0e914ddf7,4380853322f8572ba35d3a2e8b25f82006112ab4,435f6167de485e517d74029d9cdae4a2049ad97e,a540f5b1639f7c7d09108c6893fb30986b89c533,c7c83eaa9fe8da2f81c5fce172059af61448b3e7,2e466f26bec347f364a85f73269afde6258b02ba,62f6b5a378b3942033895e0bf88ee72a566794b7,54.26,,,,,,,,14,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,147,0,-0.027,SP,1,0,41,11,2
SI,4/5/2021,97.4,1.3,5.83,f07c5c8b44841cd0b4b570ee962b8fd7ba2e3bc4,c9191caf2334c0592da386bfc6ff7fc06fce4e86,,foul,6,R,R,L,cfe86a1ce53f1c1323a31d22bcd96b3ce30dd986,320144db7b4b4f405b44085a2317540c1f5c4cc0,S,,,2,2,2021,1.42,0.94,0.64,2.28,,,,2,3,Top,,,13f1ea44ff2b7094942812a905745c719e209b0b,,-5.051268882,-141.7132127,-6.182088461,20.26154074,33.89597484,-18.21118124,3.47,1.59,150,81.4,11,97.6,2299,6.5,634591,c9191caf2334c0592da386bfc6ff7fc06fce4e86,13f1ea44ff2b7094942812a905745c719e209b0b,3d7e673996ded2adc951734ee10ace3c481520f9,b9d55cff57b492a19f70c8367d88048159198a06,58bd390684a1b46fc0f2df6e75a8c563593e307e,626a2b1275b2b44ff9d7e4713fa11c7379d03f60,f38e4748144bb5c7450174f0fc94c83f912a5372,b7609fb0febcebfbb70a23fa2a2d57135c168036,06662d5b2e1290f7ee60a65ca4d0f90c3ddd9581,54,,,,,,,,21,5,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,147,0,0,SP,1,0,41,12,2
SI,4/5/2021,90.5,-1.98,5.2,ea9202974652e55e75b22a3a1cf86742587eb368,86dbee76e085933462d0d1bcb3753dc2b31c71b6,,ball,11,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,1,0,2021,-1.21,0.06,-1.21,3.11,c8d01b8601f139d0616d902f44f24cae25172c32,011de33d151ba44dc18c0a7129b4df39ed66b8cc,,2,9,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,4.470510519,-131.8487447,0.518021254,-15.08070832,25.67149083,-31.787104,3.69,1.76,,,,90,1866,5.7,634588,86dbee76e085933462d0d1bcb3753dc2b31c71b6,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,c2cd66a2ac884e61d6afc5fa5cd8e271f1482cd2,1aec22a2dc737a6a12dce27f5d88561807a87e37,eca3dc252aac948649a6705643262093beb26336,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,ce8deef1e0fcf6291e046d6dd52da74fa6678fed,54.77,,,,,,,,87,2,Sinker,2,15,2,15,15,2,2,15,Standard,Standard,249,0,0.05,RP,0,1,41,13,2
FF,4/5/2021,92.5,-2.21,5.74,e0e1f107a95934a3912271c175a205f63fde88c9,7eff5913d27779974e8392a83471b0d695fe4c7e,,ball,14,R,L,R,60a907084eefb120b3bf4b331add6a2da2d1e33c,f8a902b067d4344b687920f92c669bffad7b0e0e,B,,,1,0,2021,-0.74,1.68,1.45,2.13,,592cfcba5200ba0171d471b3cceb6f158a52fcc7,0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be,1,8,Top,,,c3796f5a839deb113d14052599ae9112204bda69,,10.86255998,-134.145611,-6.991672022,-11.28011787,28.02815857,-10.47052034,3.08,1.5,,,,91.9,2470,6,634601,7eff5913d27779974e8392a83471b0d695fe4c7e,c3796f5a839deb113d14052599ae9112204bda69,c710046f7d22c1bb863a4733efacacdefa4d68ff,d874a540fae4dd563dae874e4bb87e6d4e17bc9d,04f9c2f30346853e09f3678562b61e8957eef0aa,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,47b3a243dc544ea84da40d689f5def544af91b45,e29d82777ff1d4d9517ce77a565d1f20ad9109ed,72eff2388181d1ad10baed69adc7fceaecd485e6,54.49,,,,,,,,64,2,4-Seam Fastball,7,0,0,7,0,7,0,7,Standard,Standard,216,0,0.144,RP,0,1,41,11,2
FF,4/5/2021,89.9,-1.76,5.46,b82253f5145945f4206de3591d739a50146587be,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,,swinging_strike,5,R,R,R,d0dad15c64a6bfdd9ab8f674422e399b073de92b,dfa822c31d647e73a89ab99622df4fb728f288bd,S,,,1,0,2021,-0.09,1.23,-0.02,2.56,,,,1,4,Top,,,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,,4.554464852,-130.8978032,-3.917030497,-1.954492026,25.97697556,-17.36721627,3.37,1.53,,,,91.1,2233,6.8,634566,41afbb8823e64401a71aaf7b194f53a9a9b0dee8,523ecd5a15ce05328b032e40c14e996ef9f1fcd2,53a6f179986e50fc6b1a20a75a94ba892239de43,db5a959497a3f45b886a20f13e5f0b70faee6927,a4b506ad554bf35ae6d966f8997b30554e28e967,04919f19fd9c50566716c96ff5f0615b14ccfe3d,786672c08d33f1282d91da2df59542edc3219d39,67b4dd811b60988c269a492a5ea3927036c30741,a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23,53.67,,,,,,,,20,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0,-0.032,SP,1,0,41,11,2
CH,4/5/2021,85.2,2.71,5.62,8c73f6cd68b778eafe43675872c8fb1990a7505b,90a070907f17653e0a17503e68f64bd202a11dcd,single,hit_into_play,14,R,R,L,2ce3415d7fe077ab6f298e3b287a045bf726904e,51b1902abf71664a2f900ecb07fa729a90408557,X,4,ground_ball,1,1,2021,1.46,0.27,0.26,1.13,60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,,d5c810f2c1bab89d7b7defb0a977ad98a2d7a9b2,1,8,Bot,138.38,169.98,8f207761a5d661092d192327d82b31fffb03520c,,-8.63732861,-123.7866179,-4.783046994,16.6848458,24.30613099,-28.58269531,3.37,1.53,2,41.4,-39,84.9,1615,6.2,634600,90a070907f17653e0a17503e68f64bd202a11dcd,8f207761a5d661092d192327d82b31fffb03520c,d4042704e76613cb259ac13d7db3fb4d0eeabfcf,5e2471543554c6e6c724baab37d616f6d11d57e9,35356970180d7c585b23f342d80e3231418a86ce,2f7fd76e945aaedd0d86916e6e0aa0396954cd82,23e9038fdcd6b8d0cb4b981d832584085629cddb,dc3388cd406e42cc389f1efb4b2031922476d704,ceeeda3bde736c0c656b03be05b4583f1daaf664,54.34,0.249,0.231,0.9,1,1,0,1,76,3,Changeup,1,9,1,9,9,2,2,9,Infield shift,Standard,108,0.004,0.885,RP,0,1,41,9,1
FF,4/5/2021,90.3,-1.02,6.11,db1e1ade2a9bbb88fbfbbf278e96a5f1a9a44473,c0d16decc79fc5b4114adad64498d8019e39fb12,,ball,11,R,R,R,277f6fb166b7b029e7310fea0e747a574f5a7e5e,281c63373f57c0b7cbeb7800c691c666cb467277,B,,,2,0,2021,-0.45,1.79,-0.81,4.01,,e4fdc5bb19babe3d6bae82a83d970165afb40486,,2,8,Bot,,,7d999b3b292579a2f039e815ee6422eb53f3e221,,1.486315308,-131.5441226,-3.115683153,-5.576546303,27.02767858,-10.90237112,3.46,1.65,,,,90.3,2562,6.1,634587,c0d16decc79fc5b4114adad64498d8019e39fb12,7d999b3b292579a2f039e815ee6422eb53f3e221,f1341af31ecc2ca1e57107387245dd09fb9af9bb,a1639e7871881ef53f45c5a8c8e5a4d42dc73347,c5bcddac720fe7f1860191a94da10a47f4ef701a,5a5c1936f375e3396bf28dc69d3a89efcef1c75e,0250bb29dfa83e5e2d855c2f18d826b57cde4191,5b6b35fcf313a1e12256b4632795a01cd832bd2c,020e1c97d88916739bc1c2276a6ef8e91447443f,54.37,,,,,,,,66,3,4-Seam Fastball,7,0,7,0,0,7,7,0,Standard,Standard,199,0,0.047,RP,0,1,41,9,1
CU,4/5/2021,79.8,1.56,6.71,0250bb29dfa83e5e2d855c2f18d826b57cde4191,716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,,ball,1,R,R,L,277f6fb166b7b029e7310fea0e747a574f5a7e5e,281c63373f57c0b7cbeb7800c691c666cb467277,B,,,0,0,2021,-0.49,-0.34,-0.75,3.2,,,,1,4,Top,,,ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,,-4.169617176,-116.1754608,-0.30323751,-3.621398989,23.03070478,-35.38695049,3.79,1.86,,,,79.8,2307,6.4,634587,716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,97a644a09672c8e47ec21218e79e175bd69513ed,db1e1ade2a9bbb88fbfbbf278e96a5f1a9a44473,8d5fa26e75d233f2a4a8179fd778281b12a94445,91d6f8297a61343c126056e697a96916e24906b2,e4fdc5bb19babe3d6bae82a83d970165afb40486,a8bc5d972d9f4c0989ecec80cebd10d6d906b41e,e42a90a0e1a26abdda5a1df8b9f5e94a10ab3c85,54.14,,,,,,,,22,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,331,0,0.026,SP,1,0,41,12,2
SI,4/5/2021,92.4,-1.65,6.22,b8ef1de941498a52fd463411f09b22dfe580d92f,e6822c35620fc9837800588826173a2153b69478,,ball,14,R,L,R,4425babf86abaf8a5bf60e209d22ab9b03ea0499,04e66352aa8f9c4c5f26b71bf380973ada994760,B,,,1,2,2021,-1.63,0.71,1.68,1.64,,,afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,2,3,Bot,,,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,,11.93252937,-133.8496298,-7.330935435,-22.1466838,29.00726848,-22.14509543,3.21,1.55,,,,91.8,3034,6.2,634588,e6822c35620fc9837800588826173a2153b69478,9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,eca3dc252aac948649a6705643262093beb26336,c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,1aec22a2dc737a6a12dce27f5d88561807a87e37,19002d0d7703ce99a390e39c57d62401ef57cec6,465d7544b40a77026e92ce7fee2414f25e4ae460,3a4a2059eda2a9c1518d5404384519ea6343991f,d38c4d7f18ca8a6aba90b3f81b2863d8ae3c84eb,54.33,,,,,,,,27,4,Sinker,0,6,0,6,6,0,0,6,Infield shift,Standard,279,0.003,0.037,SP,1,0,41,10,2
SL,4/5/2021,84.1,0.8,5.82,2e466f26bec347f364a85f73269afde6258b02ba,4f902241478a103f7a818f5be9a7b7ddf43cabb9,,ball,13,R,R,L,e58e9c0fd276f0c175345b6d952a9e77bf4992fb,ae2caea4bb1f46b714e35f0176994fd5cf88e76d,B,,,1,0,2021,-0.26,-0.09,-0.93,1.55,,,,2,3,Bot,,,55bd3201fa7465188c2c70169f2e9407efe89cba,,-3.534927729,-122.5278659,-3.383192328,-1.907212513,23.47491299,-32.67290025,3.23,1.67,,,,85,2480,6.7,634616,4f902241478a103f7a818f5be9a7b7ddf43cabb9,55bd3201fa7465188c2c70169f2e9407efe89cba,c04bfbc3f42ec36472468471b3a7163f39671a33,7694076619c298b4556297b20afaf8eb50461cdf,17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,b135b247f1afd053b201fc7c434493408c5dcf69,fa9c99ce9acb5fd5971e8fb834d745a33b714f76,53dfe414229803162d14787d30fbf47a1b5e46ea,9b52235d7b694738421b6c2ed9271edb04553492,53.78,,,,,,,,25,2,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,317,0,0.024,SP,1,0,41,10,2
FF,4/5/2021,100.5,-1.04,5.6,b96aacc9d189d612fdf6bb0a3a53913f9a58f999,6ce6f832e5197576e4c34b6f627434b5cbc97c61,single,hit_into_play,2,R,R,R,ef84da6e7e94a52e62a87694b500649f7e852cce,d7547ddb2bf122992b48f06fcd4a8d76a8ba80d7,X,7,line_drive,0,2,2021,-0.71,1.36,0.25,2.83,,,,2,3,Bot,67.77,103.05,1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,,5.357252253,-146.3054213,-5.649286655,-11.5055721,33.72886388,-11.47343907,3.32,1.51,236,105.5,14,102.2,2487,7.1,634606,6ce6f832e5197576e4c34b6f627434b5cbc97c61,1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,ccf59a5a3714de7f546cc6a2168044419ebc12a2,74fbd2c42d3848988ba22644a52c38a95f26283b,56a848a24f3596acc04a37fc1fe6031c115f9e39,9670df799799c7b799a7004f69d85f626799256c,4d6127941ac5ecd5c14f8f666dad7d62723ddfe4,2622dac5f67183f0c4a5b57e73549123f201cd74,e8e3abc187db59ca65c07ba830a93d1d18d568d7,53.38,0.717,0.752,0.9,1,1,0,5,22,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0.014,0.164,SP,1,0,41,10,2
FF,4/5/2021,94.3,-1.88,4.98,c54dabda41371474f52e62bb6a476a19d82d77ae,2af8cae185649642c98a64031cd30d75d8ea8031,strikeout,called_strike,13,R,R,R,748d5d1645fd77f1cba58675f914041daec4a855,21725587b1e7ba069dbe3ed05ffa2f3f2115b1e0,S,2,,1,2,2021,-0.99,1.22,-0.83,1.95,,bfffb70b83aa305ea467a536c0938798b1bfc298,847d88b282780a11b682814f019fcc9e444db809,0,3,Top,,,b457b98c999402bcaafcbc50238ebc5d85510b5f,,4.966526844,-137.2322274,-4.974052971,-13.6406216,28.31910957,-15.77703766,3.16,1.5,,,,95.2,1986,6.7,634558,2af8cae185649642c98a64031cd30d75d8ea8031,b457b98c999402bcaafcbc50238ebc5d85510b5f,5b58c9f7d85915d8168e94faa680e188e085e270,fe6eac0778f476c3f1ffe6a1fd637f077573e077,834bafd5b6ea070a9db54c6e4ab5a3153488c22d,d18578b6741fea39f0922df69f56c19f2bd69c1c,67e41a583ed6915acedf8a84d34d11bad7a85740,09c4fd07f6de14adc4edeed0aacd4b55f3bbad50,0cdc8c492978d2ef0285cdf8f5236684314a12cd,53.83,,,0,1,0,0,,21,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,216,0.048,-0.468,SP,1,0,41,11,2
